retailer_slug,store_external_code,store_province,store_locality,store_postal_code,product_external_id,product_name,brand,category,barcode,package_quantity,package_unit,amount,currency,unit_price,promotion,availability,source_type,source_name,source_url,observed_at,expires_at,confidence_score,verification_status,canonical_name
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-027-BACALAO,Bacalao 400 g — muestra SuperMuestra,SuperMuestra (marca de muestra),pescado_marisco,,400,g,6.66,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,bacalao
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-028-MEJILLONES,Mejillones 1 kg — muestra SuperMuestra,SuperMuestra (marca de muestra),pescado_marisco,,1000,g,3.4,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,mejillones
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-029-LECHE_ENTERA,Leche entera 1 L — muestra SuperMuestra,SuperMuestra (marca de muestra),lacteos,,1000,ml,0.91,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,leche_entera
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-030-LECHE_DESNATADA,Leche desnatada 1 L — muestra SuperMuestra,SuperMuestra (marca de muestra),lacteos,,1000,ml,0.88,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,leche_desnatada
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-031-YOGUR_NATURAL,Yogur natural 500 g — muestra SuperMuestra,SuperMuestra (marca de muestra),lacteos,,500,g,1.17,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,yogur_natural
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-032-QUESO_CURADO,Queso curado 250 g — muestra SuperMuestra,SuperMuestra (marca de muestra),lacteos,,250,g,4.27,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,queso_curado
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-033-QUESO_FRESCO,Queso fresco 250 g — muestra SuperMuestra,SuperMuestra (marca de muestra),lacteos,,250,g,2.04,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,queso_fresco
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-034-MANTEQUILLA,Mantequilla 250 g — muestra SuperMuestra,SuperMuestra (marca de muestra),lacteos,,250,g,1.98,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,mantequilla
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-035-NATA_COCINAR,Nata para cocinar 500 ml — muestra SuperMuestra,SuperMuestra (marca de muestra),lacteos,,500,ml,1.47,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,nata_cocinar
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-036-HUEVOS_M,Huevos M 6 ud — muestra SuperMuestra,SuperMuestra (marca de muestra),huevos,,6,unit,1.27,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,huevos_m
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-037-HUEVOS_L,Huevos L 6 ud — muestra SuperMuestra,SuperMuestra (marca de muestra),huevos,,6,unit,1.49,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,huevos_l
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-038-ARROZ_REDONDO,Arroz redondo 1 kg — muestra SuperMuestra,SuperMuestra (marca de muestra),cereales_pasta_arroz,,1000,g,1.13,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,arroz_redondo
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-039-ARROZ_BASMATI,Arroz basmati 500 g — muestra SuperMuestra,SuperMuestra (marca de muestra),cereales_pasta_arroz,,500,g,1.45,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,arroz_basmati
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-040-PASTA_MACARRONES,Macarrones 500 g — muestra SuperMuestra,SuperMuestra (marca de muestra),cereales_pasta_arroz,,500,g,0.97,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,pasta_macarrones
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-041-PASTA_ESPAGUETI,Espaguetis 500 g — muestra SuperMuestra,SuperMuestra (marca de muestra),cereales_pasta_arroz,,500,g,1.03,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,pasta_espagueti
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-042-AVENA_COPOS,Copos de avena 500 g — muestra SuperMuestra,SuperMuestra (marca de muestra),cereales_pasta_arroz,,500,g,1.33,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,avena_copos
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-043-QUINOA,Quinoa 500 g — muestra SuperMuestra,SuperMuestra (marca de muestra),cereales_pasta_arroz,,500,g,3.19,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,quinoa
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-044-CUSCUS,Cuscús 500 g — muestra SuperMuestra,SuperMuestra (marca de muestra),cereales_pasta_arroz,,500,g,1.49,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,cuscus
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-045-GARBANZOS_SECO,Garbanzos secos 500 g — muestra SuperMuestra,SuperMuestra (marca de muestra),legumbres,,500,g,1.08,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,garbanzos_seco
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-046-LENTEJAS,Lentejas 500 g — muestra SuperMuestra,SuperMuestra (marca de muestra),legumbres,,500,g,1.06,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,lentejas
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-047-ALUBIAS_BLANCAS,Alubias blancas 500 g — muestra SuperMuestra,SuperMuestra (marca de muestra),legumbres,,500,g,1.22,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,alubias_blancas
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-048-GARBANZOS_COCIDO,Garbanzos cocidos (bote) 400 g — muestra SuperMuestra,SuperMuestra (marca de muestra),legumbres,,400,g,0.91,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,garbanzos_cocido
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-049-GUISANTES,Guisantes 500 g — muestra SuperMuestra,SuperMuestra (marca de muestra),legumbres,,500,g,1.57,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,guisantes
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-050-SOJA_TEXTURIZADA,Soja texturizada 250 g — muestra SuperMuestra,SuperMuestra (marca de muestra),legumbres,,250,g,2.1,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,soja_texturizada
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-051-PAN_BARRA,Barra de pan 250 g — muestra SuperMuestra,SuperMuestra (marca de muestra),panaderia,,250,g,0.56,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,pan_barra
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-052-PAN_MOLDE,Pan de molde 460 g — muestra SuperMuestra,SuperMuestra (marca de muestra),panaderia,,460,g,1.2,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,pan_molde
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-053-PAN_INTEGRAL,Pan integral 400 g — muestra SuperMuestra,SuperMuestra (marca de muestra),panaderia,,400,g,1.33,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,pan_integral
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-054-TORTILLAS_TRIGO,Tortillas de trigo 320 g — muestra SuperMuestra,SuperMuestra (marca de muestra),panaderia,,320,g,1.57,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,tortillas_trigo
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-055-BISCOTES,Biscotes 270 g — muestra SuperMuestra,SuperMuestra (marca de muestra),panaderia,,270,g,1.32,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,biscotes
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-056-ACEITE_OLIVA,Aceite de oliva virgen extra 1 L — muestra SuperMuestra,SuperMuestra (marca de muestra),aceites_condimentos,,1000,ml,6.26,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,aceite_oliva
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-057-ACEITE_GIRASOL,Aceite de girasol 1 L — muestra SuperMuestra,SuperMuestra (marca de muestra),aceites_condimentos,,1000,ml,1.83,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,aceite_girasol
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-058-SAL,Sal 1 kg — muestra SuperMuestra,SuperMuestra (marca de muestra),aceites_condimentos,,1000,g,0.42,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,sal
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-059-PIMIENTA_NEGRA,Pimienta negra 50 g — muestra SuperMuestra,SuperMuestra (marca de muestra),aceites_condimentos,,50,g,1.2,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,pimienta_negra
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-060-PIMENTON,Pimentón 75 g — muestra SuperMuestra,SuperMuestra (marca de muestra),aceites_condimentos,,75,g,1.08,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,pimenton
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-061-COMINO,Comino 50 g — muestra SuperMuestra,SuperMuestra (marca de muestra),aceites_condimentos,,50,g,1.15,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,comino
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-062-VINAGRE,Vinagre 750 ml — muestra SuperMuestra,SuperMuestra (marca de muestra),aceites_condimentos,,750,ml,0.87,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,vinagre
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-063-ALMENDRA,Almendras 200 g — muestra SuperMuestra,SuperMuestra (marca de muestra),frutos_secos_semillas,,200,g,3.07,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,almendra
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-064-NUEZ,Nueces 200 g — muestra SuperMuestra,SuperMuestra (marca de muestra),frutos_secos_semillas,,200,g,2.92,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,nuez
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-065-ANACARDO,Anacardos 200 g — muestra SuperMuestra,SuperMuestra (marca de muestra),frutos_secos_semillas,,200,g,3.67,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,anacardo
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-066-CACAHUETE,Cacahuetes 200 g — muestra SuperMuestra,SuperMuestra (marca de muestra),frutos_secos_semillas,,200,g,2.04,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,cacahuete
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-067-SESAMO,Sésamo 150 g — muestra SuperMuestra,SuperMuestra (marca de muestra),frutos_secos_semillas,,150,g,1.49,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,sesamo
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-068-TOMATE_TRITURADO,Tomate triturado 400 g — muestra SuperMuestra,SuperMuestra (marca de muestra),conservas_despensa,,400,g,0.69,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,tomate_triturado
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-069-MAIZ_DULCE,Maíz dulce 300 g — muestra SuperMuestra,SuperMuestra (marca de muestra),conservas_despensa,,300,g,1.08,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,maiz_dulce
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-070-ACEITUNAS,Aceitunas 350 g — muestra SuperMuestra,SuperMuestra (marca de muestra),conservas_despensa,,350,g,1.34,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,aceitunas
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-071-HARINA_TRIGO,Harina de trigo 1 kg — muestra SuperMuestra,SuperMuestra (marca de muestra),conservas_despensa,,1000,g,0.74,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,harina_trigo
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-072-AZUCAR,Azúcar 1 kg — muestra SuperMuestra,SuperMuestra (marca de muestra),conservas_despensa,,1000,g,1.05,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,azucar
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-073-MIEL,Miel 500 g — muestra SuperMuestra,SuperMuestra (marca de muestra),conservas_despensa,,500,g,4.03,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,miel
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-074-TOFU,Tofu 250 g — muestra SuperMuestra,SuperMuestra (marca de muestra),conservas_despensa,,250,g,2.03,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,tofu
supermuestra,SM-MAD-001,Madrid,Madrid,28013,SM-075-LECHE_COCO,Leche de coco 400 ml — muestra SuperMuestra,SuperMuestra (marca de muestra),conservas_despensa,,400,ml,1.54,EUR,,,in_stock,admin_import,Catálogo de muestra (denso),,2026-07-22T09:00:00Z,,,unverified,leche_coco
